-3 -3 14416
-2.939393939 -3 13564.56641
-2.878787879 -3 12755.62988
-2.818181818 -3 11987.63867
-2.757575758 -3 11259.07617
-2.696969697 -3 10568.44727
-2.636363636 -3 9914.295898
-2.575757576 -3 9295.197266
-2.515151515 -3 8709.759766
-2.454545455 -3 8156.624023
-2.393939394 -3 7634.462402
-2.333333333 -3 7141.976074
-2.272727273 -3 6677.905273
-2.212121212 -3 6241.020996
-2.151515152 -3 5830.123535
-2.090909091 -3 5444.04541
-2.03030303 -3 5081.656738
-1.96969697 -3 4741.855469
-1.909090909 -3 4423.570801
-1.848484848 -3 4125.769531
-1.787878788 -3 3847.446289
-1.727272727 -3 3587.630615
-1.666666667 -3 3345.382324
-1.606060606 -3 3119.795898
-1.545454545 -3 2909.996582
-1.484848485 -3 2715.142822
-1.424242424 -3 2534.424316
-1.363636364 -3 2367.064697
-1.303030303 -3 2212.319092
-1.242424242 -3 2069.475098
-1.181818182 -3 1937.852295
-1.121212121 -3 1816.803833
-1.060606061 -3 1705.713745
-1 -3 1604
-0.9393939394 -3 1511.111572
-0.8787878788 -3 1426.530396
-0.8181818182 -3 1349.77124
-0.7575757576 -3 1280.380249
-0.696969697 -3 1217.936646
-0.6363636364 -3 1162.052124
-0.5757575758 -3 1112.370117
-0.5151515152 -3 1068.567017
-0.4545454545 -3 1030.351562
-0.3939393939 -3 997.4644165
-0.3333333333 -3 969.6790161
-0.2727272727 -3 946.8012085
-0.2121212121 -3 928.6688843
-0.1515151515 -3 915.152832
-0.09090909091 -3 906.1556396
-0.0303030303 -3 901.6126709
0.0303030303 -3 901.4914551
0.09090909091 -3 905.7919922
0.1515151515 -3 914.5467529
0.2121212121 -3 927.8203735
0.2727272727 -3 945.7103271
0.3333333333 -3 968.3457031
0.3939393939 -3 995.8886719
0.4545454545 -3 1028.533325
0.5151515152 -3 1066.50647
0.5757575758 -3 1110.067017
0.6363636364 -3 1159.506592
0.696969697 -3 1215.148682
0.7575757576 -3 1277.349854
0.8181818182 -3 1346.498535
0.8787878788 -3 1423.015259
0.9393939394 -3 1507.354004
1 -3 1600
1.060606061 -3 1701.471313
1.121212121 -3 1812.31897
1.181818182 -3 1933.125
1.242424242 -3 2064.505371
1.303030303 -3 2207.106934
1.363636364 -3 2361.610352
1.424242424 -3 2528.727295
1.484848485 -3 2709.203369
1.545454545 -3 2903.814941
1.606060606 -3 3113.371582
1.666666667 -3 3338.715576
1.727272727 -3 3580.721436
1.787878788 -3 3840.294922
1.848484848 -3 4118.375488
1.909090909 -3 4415.93457
1.96969697 -3 4733.976562
2.03030303 -3 5073.535645
2.090909091 -3 5435.681641
2.151515152 -3 5821.517578
2.212121212 -3 6232.172363
2.272727273 -3 6668.813965
2.333333333 -3 7132.642578
2.393939394 -3 7624.88623
2.454545455 -3 8146.805664
2.515151515 -3 8699.699219
2.575757576 -3 9284.894531
2.636363636 -3 9903.750977
2.696969697 -3 10557.65918
2.757575758 -3 11248.0459
2.818181818 -3 11976.36621
2.878787879 -3 12744.11523
2.939393939 -3 13552.80957
3 -3 14404

-3 -2.939393939 14270.91309
-2.939393939 -2.939393939 13423.8418
-2.878787879 -2.939393939 12619.18066
-2.818181818 -2.939393939 11855.37402
-2.757575758 -2.939393939 11130.90723
-2.696969697 -2.939393939 10444.28516
-2.636363636 -2.939393939 9794.052734
-2.575757576 -2.939393939 9178.782227
-2.515151515 -2.939393939 8597.084961
-2.454545455 -2.939393939 8047.600098
-2.393939394 -2.939393939 7528.999512
-2.333333333 -2.939393939 7039.986328
-2.272727273 -2.939393939 6579.299316
-2.212121212 -2.939393939 6145.709961
-2.151515152 -2.939393939 5738.018066
-2.090909091 -2.939393939 5355.056641
-2.03030303 -2.939393939 4995.695312
-1.96969697 -2.939393939 4658.83252
-1.909090909 -2.939393939 4343.397461
-1.848484848 -2.939393939 4048.356445
-1.787878788 -2.939393939 3772.704346
-1.727272727 -2.939393939 3515.470947
-1.666666667 -2.939393939 3275.716064
-1.606060606 -2.939393939 3052.533936
-1.545454545 -2.939393939 2845.049561
-1.484848485 -2.939393939 2652.421875
-1.424242424 -2.939393939 2473.840576
-1.363636364 -2.939393939 2308.529053
-1.303030303 -2.939393939 2155.742188
-1.242424242 -2.939393939 2014.768311
-1.181818182 -2.939393939 1884.926392
-1.121212121 -2.939393939 1765.569824
-1.060606061 -2.939393939 1656.08252
-1 -2.939393939 1555.882568
-0.9393939394 -2.939393939 1464.418823
-0.8787878788 -2.939393939 1381.173218
-0.8181818182 -2.939393939 1305.660645
-0.7575757576 -2.939393939 1237.427246
-0.696969697 -2.939393939 1176.052368
-0.6363636364 -2.939393939 1121.147217
-0.5757575758 -2.939393939 1072.355591
-0.5151515152 -2.939393939 1029.354004
-0.4545454545 -2.939393939 991.8508301
-0.3939393939 -2.939393939 959.5870361
-0.3333333333 -2.939393939 932.3359985
-0.2727272727 -2.939393939 909.9032593
-0.2121212121 -2.939393939 892.1272583
-0.1515151515 -2.939393939 878.8782349
-0.09090909091 -2.939393939 870.0592041
-0.0303030303 -2.939393939 865.6052246
0.0303030303 -2.939393939 865.4840088
0.09090909091 -2.939393939 869.6955566
0.1515151515 -2.939393939 878.2721558
0.2121212121 -2.939393939 891.2787476
0.2727272727 -2.939393939 908.8123779
0.3333333333 -2.939393939 931.0026855
0.3939393939 -2.939393939 958.0112915
0.4545454545 -2.939393939 990.0326538
0.5151515152 -2.939393939 1027.293457
0.5757575758 -2.939393939 1070.05249
0.6363636364 -2.939393939 1118.601685
0.696969697 -2.939393939 1173.264404
0.7575757576 -2.939393939 1234.396851
0.8181818182 -2.939393939 1302.387939
0.8787878788 -2.939393939 1377.658081
0.9393939394 -2.939393939 1460.661255
1 -2.939393939 1551.882568
1.060606061 -2.939393939 1651.840088
1.121212121 -2.939393939 1761.084961
1.181818182 -2.939393939 1880.199097
1.242424242 -2.939393939 2009.798584
1.303030303 -2.939393939 2150.530029
1.363636364 -2.939393939 2303.074707
1.424242424 -2.939393939 2468.143555
1.484848485 -2.939393939 2646.482422
1.545454545 -2.939393939 2838.86792
1.606060606 -2.939393939 3046.109619
1.666666667 -2.939393939 3269.049316
1.727272727 -2.939393939 3508.561768
1.787878788 -2.939393939 3765.552979
1.848484848 -2.939393939 4040.962646
1.909090909 -2.939393939 4335.76123
1.96969697 -2.939393939 4650.953613
2.03030303 -2.939393939 4987.574219
2.090909091 -2.939393939 5346.692871
2.151515152 -2.939393939 5729.412109
2.212121212 -2.939393939 6136.861328
2.272727273 -2.939393939 6570.208008
2.333333333 -2.939393939 7030.652832
2.393939394 -2.939393939 7519.42334
2.454545455 -2.939393939 8037.781738
2.515151515 -2.939393939 8587.024414
2.575757576 -2.939393939 9168.479492
2.636363636 -2.939393939 9783.507812
2.696969697 -2.939393939 10433.49707
2.757575758 -2.939393939 11119.87695
2.818181818 -2.939393939 11844.10156
2.878787879 -2.939393939 12607.66602
2.939393939 -2.939393939 13412.08496
3 -2.939393939 14258.91309

-3 -2.878787879 14126.56055
-2.939393939 -2.878787879 13283.85156
-2.878787879 -2.878787879 12483.46484
-2.818181818 -2.878787879 11723.84375
-2.757575758 -2.878787879 11003.47363
-2.696969697 -2.878787879 10320.8584
-2.636363636 -2.878787879 9674.542969
-2.575757576 -2.878787879 9063.102539
-2.515151515 -2.878787879 8485.144531
-2.454545455 -2.878787879 7939.310547
-2.393939394 -2.878787879 7424.271484
-2.333333333 -2.878787879 6938.731445
-2.272727273 -2.878787879 6481.428711
-2.212121212 -2.878787879 6051.133301
-2.151515152 -2.878787879 5646.646973
-2.090909091 -2.878787879 5266.802246
-2.03030303 -2.878787879 4910.46875
-1.96969697 -2.878787879 4576.543945
-1.909090909 -2.878787879 4263.958496
-1.848484848 -2.878787879 3971.677979
-1.787878788 -2.878787879 3698.697021
-1.727272727 -2.878787879 3444.046143
-1.666666667 -2.878787879 3206.784424
-1.606060606 -2.878787879 2986.006592
-1.545454545 -2.878787879 2780.837402
-1.484848485 -2.878787879 2590.435791
-1.424242424 -2.878787879 2413.991455
-1.363636364 -2.878787879 2250.727783
-1.303030303 -2.878787879 2099.900146
-1.242424242 -2.878787879 1960.796021
-1.181818182 -2.878787879 1832.735107
-1.121212121 -2.878787879 1715.070435
-1.060606061 -2.878787879 1607.185913
-1 -2.878787879 1508.499634
-0.9393939394 -2.878787879 1418.460693
-0.8787878788 -2.878787879 1336.550903
-0.8181818182 -2.878787879 1262.28479
-0.7575757576 -2.878787879 1195.208984
-0.696969697 -2.878787879 1134.902466
-0.6363636364 -2.878787879 1080.976929
-0.5757575758 -2.878787879 1033.075806
-0.5151515152 -2.878787879 990.8756104
-0.4545454545 -2.878787879 954.0847778
-0.3939393939 -2.878787879 922.4442749
-0.3333333333 -2.878787879 895.727478
-0.2727272727 -2.878787879 873.7399902
-0.2121212121 -2.878787879 856.3201294
-0.1515151515 -2.878787879 843.3383179
-0.09090909091 -2.878787879 834.6973267
-0.0303030303 -2.878787879 830.3323364
0.0303030303 -2.878787879 830.2111206
0.09090909091 -2.878787879 834.3336792
0.1515151515 -2.878787879 842.7322388
0.2121212121 -2.878787879 855.4716187
0.2727272727 -2.878787879 872.6491089
0.3333333333 -2.878787879 894.394165
0.3939393939 -2.878787879 920.8685303
0.4545454545 -2.878787879 952.2666016
0.5151515152 -2.878787879 988.8150635
0.5757575758 -2.878787879 1030.772705
0.6363636364 -2.878787879 1078.431396
0.696969697 -2.878787879 1132.114502
0.7575757576 -2.878787879 1192.178589
0.8181818182 -2.878787879 1259.012085
0.8787878788 -2.878787879 1333.035767
0.9393939394 -2.878787879 1414.703125
1 -2.878787879 1504.499634
1.060606061 -2.878787879 1602.943481
1.121212121 -2.878787879 1710.585571
1.181818182 -2.878787879 1828.007812
1.242424242 -2.878787879 1955.826294
1.303030303 -2.878787879 2094.687988
1.363636364 -2.878787879 2245.273438
1.424242424 -2.878787879 2408.294434
1.484848485 -2.878787879 2584.496338
1.545454545 -2.878787879 2774.655762
1.606060606 -2.878787879 2979.582275
1.666666667 -2.878787879 3200.117676
1.727272727 -2.878787879 3437.136963
1.787878788 -2.878787879 3691.545654
1.848484848 -2.878787879 3964.28418
1.909090909 -2.878787879 4256.322266
1.96969697 -2.878787879 4568.665039
