-4.518 -2.329
-3.803 -2.290
-3.876 -2.660
-4.568 -2.562
-4.304 -2.553
-3.297 -2.025
-3.992 -2.537
-4.269 -2.348
-5.659 -3.217
-4.499 -2.619
-2.997 -1.738
-4.680 -1.991
-4.235 -2.358
-4.160 -2.739
-5.216 -2.794
-4.764 -3.013
-5.127 -3.365
-5.011 -2.260
-3.573 -2.226
-4.336 -2.649
-3.264 -1.865
-3.653 -1.973
-3.887 -1.797
-3.747 -2.256
-4.740 -3.092
-4.651 -2.308
-3.240 -1.817
-4.608 -2.435
-3.308 -2.291
-4.729 -2.644
-4.547 -2.525
-3.888 -2.178
-4.444 -2.772
-5.682 -3.144
-3.587 -1.881
-3.753 -1.940
-5.030 -3.141
-5.049 -2.796
-5.137 -2.418
-4.066 -2.565
